rank,file,line,ef,ep,nf,np,tarantula,ochiai,dstar2,text
64,url/src/lib.rs,2834,1,0,0,5,1.0,1.0,inf,"fn eq(&self, other: &Self) -> bool {"
65,url/src/lib.rs,2835,1,0,0,5,1.0,1.0,inf,self.serialization == other.serialization
66,url/src/lib.rs,2836,1,0,0,5,1.0,1.0,inf,}
67,url/src/lib.rs,2887,1,0,0,5,1.0,1.0,inf,"fn slice_of<'a>(&self, s: &'a str) -> &'a str {"
68,url/src/lib.rs,2888,1,0,0,5,1.0,1.0,inf,&s[self.start as usize..]
69,url/src/lib.rs,2889,1,0,0,5,1.0,1.0,inf,}
70,url/src/lib.rs,2894,1,0,0,5,1.0,1.0,inf,"fn slice_of<'a>(&self, s: &'a str) -> &'a str {"
71,url/src/lib.rs,2895,1,0,0,5,1.0,1.0,inf,&s[..self.end as usize]
72,url/src/lib.rs,2896,1,0,0,5,1.0,1.0,inf,}
73,url/src/parser.rs,257,1,0,0,5,1.0,1.0,inf,Some(remaining)
74,url/src/parser.rs,315,1,0,0,5,1.0,1.0,inf,}
75,url/src/parser.rs,317,1,0,0,5,1.0,1.0,inf,true
76,url/src/parser.rs,484,1,0,0,5,1.0,1.0,inf,"return self.after_double_slash(input, scheme_type, scheme_end);"
77,url/src/parser.rs,966,1,0,0,5,1.0,1.0,inf,"if remaining.starts_with("":"") {"
78,url/src/parser.rs,968,1,0,0,5,1.0,1.0,inf,}
79,url/src/parser.rs,969,1,0,0,5,1.0,1.0,inf,if scheme_type.is_special() {
80,url/src/parser.rs,971,1,0,0,5,1.0,1.0,inf,}
81,url/src/parser.rs,976,1,0,0,5,1.0,1.0,inf,let scheme = || default_port(&self.serialization[..scheme_end as usize]);
82,url/src/parser.rs,977,1,0,0,5,1.0,1.0,inf,"let (port, remaining) = Parser::parse_port(remaining, scheme, self.context)?;"
83,url/src/parser.rs,978,1,0,0,5,1.0,1.0,inf,if let Some(port) = port {
84,url/src/parser.rs,983,1,0,0,5,1.0,1.0,inf,}
85,url/src/parser.rs,984,1,0,0,5,1.0,1.0,inf,"(port, remaining)"
86,url/src/parser.rs,1007,1,0,0,5,1.0,1.0,inf,"':' if !inside_square_brackets => break,"
87,url/src/parser.rs,1039,1,0,0,5,1.0,1.0,inf,let host = Host::parse_opaque_cow(host_str)?;
88,url/src/parser.rs,1040,1,0,0,5,1.0,1.0,inf,"return Ok((host, input));"
89,url/src/parser.rs,1114,1,0,0,5,1.0,1.0,inf,pub fn parse_port<P>(
90,url/src/parser.rs,1122,1,0,0,5,1.0,1.0,inf,let mut port: u32 = 0;
91,url/src/parser.rs,1123,1,0,0,5,1.0,1.0,inf,let mut has_any_digit = false;
92,url/src/parser.rs,1124,1,0,0,5,1.0,1.0,inf,"while let (Some(c), remaining) = input.split_first() {"
93,url/src/parser.rs,1139,1,0,0,5,1.0,1.0,inf,if !has_any_digit && context == Context::Setter && !input.is_empty() {
94,url/src/parser.rs,1141,1,0,0,5,1.0,1.0,inf,}
95,url/src/parser.rs,1143,1,0,0,5,1.0,1.0,inf,let mut opt_port = Some(port as u16);
96,url/src/parser.rs,1144,1,0,0,5,1.0,1.0,inf,if !has_any_digit || opt_port == default_port() {
97,url/src/parser.rs,1147,1,0,0,5,1.0,1.0,inf,"Ok((opt_port, input))"
98,url/src/parser.rs,1148,1,0,0,5,1.0,1.0,inf,}
99,url/src/parser.rs,1173,1,0,0,5,1.0,1.0,inf,} else if maybe_c == Some('?') || maybe_c == Some('#') {
100,url/src/parser.rs,1180,1,0,0,5,1.0,1.0,inf,}
101,url/src/parser.rs,1182,1,0,0,5,1.0,1.0,inf,if maybe_c.is_some() && maybe_c != Some('/') {
102,url/src/parser.rs,1184,1,0,0,5,1.0,1.0,inf,}
103,url/src/parser.rs,1186,1,0,0,5,1.0,1.0,inf,"self.parse_path(scheme_type, has_host, path_start, input)"
104,url/src/parser.rs,1477,1,0,0,5,1.0,1.0,inf,"&& &self.serialization[scheme_end_as_usize..path_start_as_usize] == "":/."""
105,url/src/lib.rs,653,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,pub fn as_str(&self) -> &str {
106,url/src/lib.rs,654,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,&self.serialization
107,url/src/lib.rs,655,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,}
108,url/src/lib.rs,1201,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,pub fn host(&self) -> Option<Host<&str>> {
109,url/src/lib.rs,1202,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,match self.host {
110,url/src/lib.rs,1204,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,"HostInternal::Domain => Some(Host::Domain(self.slice(self.host_start..self.host_end))),"
111,url/src/lib.rs,1208,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,}
112,url/src/parser.rs,180,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,"""file"" => Self::File,"
113,url/src/parser.rs,181,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,"_ => Self::NotSpecial,"
114,url/src/parser.rs,311,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,"fn split_prefix(self, input: &mut Input) -> bool {"
115,url/src/parser.rs,312,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,for c in self.chars() {
116,url/src/parser.rs,313,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,if input.next() != Some(c) {
117,url/src/parser.rs,314,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,return false;
118,url/src/parser.rs,318,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,}
119,url/src/parser.rs,471,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,"SchemeType::NotSpecial => self.parse_non_special(input, scheme_type, scheme_end),"
120,url/src/parser.rs,476,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,fn parse_non_special(
121,url/src/parser.rs,483,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,"if let Some(input) = input.split_prefix(""//"") {"
122,url/src/parser.rs,510,1,1,0,4,0.8333333333333334,0.7071067811865475,1.0,}
123,url/src/parser.rs,1006,1,2,0,3,0.7142857142857143,0.5773502691896258,0.5,match c {
124,url/src/host.rs,34,1,3,0,2,0.625,0.5,0.3333333333333333,match host {
125,url/src/host.rs,35,1,3,0,2,0.625,0.5,0.3333333333333333,"Host::Domain(ref s) if s.is_empty() => Self::None,"
126,url/src/host.rs,36,1,3,0,2,0.625,0.5,0.3333333333333333,"Host::Domain(_) => Self::Domain,"
127,url/src/host.rs,178,1,3,0,2,0.625,0.5,0.3333333333333333,"Self::Domain(ref domain) => domain.as_ref().fmt(f),"
128,url/src/lib.rs,2763,1,3,0,2,0.625,0.5,0.3333333333333333,"fn slice<R>(&self, range: R) -> &str"
129,url/src/lib.rs,2767,1,3,0,2,0.625,0.5,0.3333333333333333,range.slice_of(&self.serialization)
130,url/src/lib.rs,2768,1,3,0,2,0.625,0.5,0.3333333333333333,}
131,url/src/lib.rs,2880,1,3,0,2,0.625,0.5,0.3333333333333333,"fn slice_of<'a>(&self, s: &'a str) -> &'a str {"
132,url/src/lib.rs,2881,1,3,0,2,0.625,0.5,0.3333333333333333,&s[self.start as usize..self.end as usize]
133,url/src/lib.rs,2882,1,3,0,2,0.625,0.5,0.3333333333333333,}
134,url/src/parser.rs,964,1,3,0,2,0.625,0.5,0.3333333333333333,if h.is_empty() {
135,url/src/parser.rs,972,1,3,0,2,0.625,0.5,0.3333333333333333,}
136,url/src/host.rs,33,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"fn from(host: Host<Cow<'_, str>>) -> Self {"
137,url/src/host.rs,40,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
138,url/src/host.rs,176,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"fn fmt(&self, f: &mut Formatter<'_>) -> fmt::Result {"
139,url/src/host.rs,177,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,match *self {
140,url/src/host.rs,186,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
141,url/src/lib.rs,306,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"pub fn parse(self, input: &str) -> Result<Url, crate::ParseError> {"
142,url/src/lib.rs,307,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,Parser {
143,url/src/lib.rs,308,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"serialization: String::with_capacity(input.len()),"
144,url/src/lib.rs,309,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"base_url: self.base_url,"
145,url/src/lib.rs,310,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"query_encoding_override: self.encoding_override,"
146,url/src/lib.rs,314,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,.parse_url(input)
147,url/src/lib.rs,315,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
148,url/src/lib.rs,341,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"pub fn parse(input: &str) -> Result<Self, crate::ParseError> {"
149,url/src/lib.rs,342,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,Self::options().parse(input)
150,url/src/lib.rs,343,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
151,url/src/lib.rs,626,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,pub fn options<'a>() -> ParseOptions<'a> {
152,url/src/lib.rs,627,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,ParseOptions {
153,url/src/lib.rs,628,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"base_url: None,"
154,url/src/lib.rs,632,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
155,url/src/parser.rs,167,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,pub fn is_special(&self) -> bool {
156,url/src/parser.rs,168,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"!matches!(*self, Self::NotSpecial)"
157,url/src/parser.rs,169,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
158,url/src/parser.rs,171,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,pub fn is_file(&self) -> bool {
159,url/src/parser.rs,172,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"matches!(*self, Self::File)"
160,url/src/parser.rs,173,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
161,url/src/parser.rs,177,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,fn from(s: T) -> Self {
162,url/src/parser.rs,178,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,match s.as_ref() {
163,url/src/parser.rs,179,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"""http"" | ""https"" | ""ws"" | ""wss"" | ""ftp"" => Self::SpecialNotFile,"
164,url/src/parser.rs,183,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
165,url/src/parser.rs,225,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,pub fn new_trim_c0_control_and_space(
166,url/src/parser.rs,229,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let input = original_input.trim_matches(c0_control_or_space);
167,url/src/parser.rs,230,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,if let Some(vfn) = vfn {
168,url/src/parser.rs,237,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
169,url/src/parser.rs,238,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,Input {
170,url/src/parser.rs,241,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
171,url/src/parser.rs,249,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"pub fn starts_with<P: Pattern>(&self, p: P) -> bool {"
172,url/src/parser.rs,250,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,p.split_prefix(&mut self.clone())
173,url/src/parser.rs,251,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
174,url/src/parser.rs,254,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"pub fn split_prefix<P: Pattern>(&self, p: P) -> Option<Self> {"
175,url/src/parser.rs,255,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let mut remaining = self.clone();
176,url/src/parser.rs,256,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,if p.split_prefix(&mut remaining) {
177,url/src/parser.rs,259,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,None
178,url/src/parser.rs,261,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
179,url/src/parser.rs,264,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"fn split_first(&self) -> (Option<char>, Self) {"
180,url/src/parser.rs,265,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let mut remaining = self.clone();
181,url/src/parser.rs,266,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"(remaining.next(), remaining)"
182,url/src/parser.rs,267,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
183,url/src/parser.rs,305,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"fn split_prefix(self, input: &mut Input) -> bool {"
184,url/src/parser.rs,306,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,input.next() == Some(self)
185,url/src/parser.rs,307,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
186,url/src/parser.rs,322,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"fn split_prefix(self, input: &mut Input) -> bool {"
187,url/src/parser.rs,323,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"input.next().map_or(false, self)"
188,url/src/parser.rs,324,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
189,url/src/parser.rs,329,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,fn next(&mut self) -> Option<char> {
190,url/src/parser.rs,330,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,self.chars.by_ref().find(|&c| !ascii_tab_or_new_line(c))
191,url/src/parser.rs,331,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
192,url/src/parser.rs,379,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"pub fn parse_url(mut self, input: &str) -> ParseResult<Url> {"
193,url/src/parser.rs,380,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"let input = Input::new_trim_c0_control_and_space(input, self.violation_fn);"
194,url/src/parser.rs,381,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,if let Ok(remaining) = self.parse_scheme(input.clone()) {
195,url/src/parser.rs,382,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,return self.parse_with_scheme(remaining);
196,url/src/parser.rs,402,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
197,url/src/parser.rs,404,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"pub fn parse_scheme<'i>(&mut self, mut input: Input<'i>) -> Result<Input<'i>, ()> {"
198,url/src/parser.rs,406,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,if !input.starts_with(ascii_alpha) {
199,url/src/parser.rs,408,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
200,url/src/parser.rs,409,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,debug_assert!(self.serialization.is_empty());
201,url/src/parser.rs,410,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,while let Some(c) = input.next() {
202,url/src/parser.rs,411,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,match c {
203,url/src/parser.rs,412,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"'a'..='z' | '0'..='9' | '+' | '-' | '.' => self.serialization.push(c),"
204,url/src/parser.rs,414,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"':' => return Ok(input),"
205,url/src/parser.rs,428,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
206,url/src/parser.rs,430,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"fn parse_with_scheme(mut self, input: Input<'_>) -> ParseResult<Url> {"
207,url/src/parser.rs,432,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let scheme_end = to_u32(self.serialization.len())?;
208,url/src/parser.rs,433,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let scheme_type = SchemeType::from(&self.serialization);
209,url/src/parser.rs,434,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,self.serialization.push(':');
210,url/src/parser.rs,435,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,match scheme_type {
211,url/src/parser.rs,473,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
212,url/src/parser.rs,844,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,fn after_double_slash(
213,url/src/parser.rs,850,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,self.serialization.push('/');
214,url/src/parser.rs,851,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,self.serialization.push('/');
215,url/src/parser.rs,853,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let before_authority = self.serialization.len();
216,url/src/parser.rs,854,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"let (username_end, remaining) = self.parse_userinfo(input, scheme_type)?;"
217,url/src/parser.rs,855,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let has_authority = before_authority != self.serialization.len();
218,url/src/parser.rs,857,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let host_start = to_u32(self.serialization.len())?;
219,url/src/parser.rs,858,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"let (host_end, host, port, remaining) ="
220,url/src/parser.rs,859,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"self.parse_host_and_port(remaining, scheme_end, scheme_type)?;"
221,url/src/parser.rs,860,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,if host == HostInternal::None && has_authority {
222,url/src/parser.rs,862,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
223,url/src/parser.rs,864,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let path_start = to_u32(self.serialization.len())?;
224,url/src/parser.rs,865,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"let remaining = self.parse_path_start(scheme_type, &mut true, remaining);"
225,url/src/parser.rs,866,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,self.with_query_and_fragment(
226,url/src/parser.rs,867,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"scheme_type,"
227,url/src/parser.rs,868,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"scheme_end,"
228,url/src/parser.rs,869,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"username_end,"
229,url/src/parser.rs,870,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"host_start,"
230,url/src/parser.rs,871,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"host_end,"
231,url/src/parser.rs,872,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"host,"
232,url/src/parser.rs,873,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"port,"
233,url/src/parser.rs,874,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"path_start,"
234,url/src/parser.rs,875,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"remaining,"
235,url/src/parser.rs,877,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
236,url/src/parser.rs,880,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,fn parse_userinfo<'i>(
237,url/src/parser.rs,885,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let mut last_at = None;
238,url/src/parser.rs,886,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let mut remaining = input.clone();
239,url/src/parser.rs,887,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let mut char_count = 0;
240,url/src/parser.rs,888,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,while let Some(c) = remaining.next() {
241,url/src/parser.rs,900,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"_ => (),"
242,url/src/parser.rs,902,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,char_count += 1;
243,url/src/parser.rs,904,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"let (mut userinfo_char_count, remaining) = match last_at {"
244,url/src/parser.rs,905,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"None => return Ok((to_u32(self.serialization.len())?, input)),"
245,url/src/parser.rs,952,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
246,url/src/parser.rs,954,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,fn parse_host_and_port<'i>(
247,url/src/parser.rs,960,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"let (host, remaining) = Parser::parse_host(input, scheme_type)?;"
248,url/src/parser.rs,961,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"write!(&mut self.serialization, ""{host}"").unwrap();"
249,url/src/parser.rs,962,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,let host_end = to_u32(self.serialization.len())?;
250,url/src/parser.rs,963,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,if let Host::Domain(h) = &host {
251,url/src/parser.rs,975,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"let (port, remaining) = if let Some(remaining) = remaining.split_prefix(':') {"
252,url/src/parser.rs,986,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"(None, remaining)"
253,url/src/parser.rs,988,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,"Ok((host_end, host.into(), port, remaining))"
254,url/src/parser.rs,989,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,}
255,url/src/parser.rs,991,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,pub fn parse_host(
256,url/src/parser.rs,995,1,4,0,1,0.5555555555555556,0.4472135954999579,0.25,if scheme_type.is_file() {
